This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Position Statement for <TOTAL> (ALL ACCOUNTS) on 2/7/15 06:00:48

Equities and Equity Options
Instrument,Qty,Days,Trade Price,Mark,Mrk Chng,Delta,Gamma,Theta,Vega,% Change,P/L Open,P/L Day,BP Effect
GENERAL ELECTRIC CO COM,0,,.00,24.53,+.03,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 25 CALL,+10,42,.20,.225,+.015,318.92,320.21,-3.93,29.89,,$25.00,$15.00,
GLD,,,,,,29.80,.84,-.56,2.53,-2.59%,($75.00),($94.00),$23.69
SPDR GOLD TR GOLD SHS ETF,0,,.00,118.57,-3.22,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 119 CALL,+2,42,4.35,2.865,-1.785,98.47,10.42,-7.18,32.45,,($297.00),($357.00),
100 MAR 15 122 CALL,-2,42,2.81,1.70,-1.315,-68.67,-9.58,6.62,-29.92,,$222.00,$263.00,
IBM,,,,,,39.35,5.74,-5.78,29.82,-0.06%,($27.00),($13.00),($24.63)
INTL BUSINESS MACHINES COM,0,,.00,156.72,-1.19,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 165 CALL,+2,42,1.16,1.025,-.065,39.35,5.74,-5.78,29.82,,($27.00),($13.00),
JPM,,,,,,24.70,-5.95,.93,-4.31,+1.97%,$67.00,$27.04,($404.21)
JP MORGAN CHASE & CO COM,0,,.00,57.89,+1.12,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 52.5 PUT,+2,42,.76,.34,-.115,-25.80,8.32,-2.58,8.38,,($84.00),($23.00),
100 MAR 15 55 PUT,-2,42,1.46,.705,-.2502,50.50,-14.27,3.51,-12.69,,$151.00,$50.04,
KO,,,,,,120.44,48.88,-2.86,16.44,-0.81%,($36.00),($49.50),($2.42)
COCA COLA CO COM,0,,.00,41.45,-.34,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 42 CALL,+3,42,.78,.66,-.165,120.44,48.88,-2.86,16.44,,($36.00),($49.50),
PG,,,,,,69.11,-8.69,1.47,-10.32,-1.26%,$13.50,($68.00),"$7,279.72"
PROCTER GAMBLE CO COM,+100,,85.74,85.61,-1.09,100.00,.00,.00,.00,,($13.00),($109.00),
100 MAR 15 87.5 CALL,-1,42,1.05,.785,-.41,-30.89,-8.69,1.47,-10.32,,$26.50,$41.00,
SNDK,,,,,,-63.83,-4.68,3.56,-9.95,-1.32%,$12.00,$78.50,"($8,929.07)"
SANDISK CORP COM,-100,,76.95,77.475,-1.035,-100.00,.00,.00,.00,,($52.50),$103.50,
100 MAR 15 75 PUT,-1,42,2.74,2.095,+.25,36.17,-4.68,3.56,-9.95,,$64.50,($25.00),
SPY,,,,,,14.99,-.95,.38,-4.96,-0.28%,$87.00,($1.50),($506.59)
SPDR TR S&P 500 ETF TR,0,,.00,205.92,-.20,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 199 PUT,+3,42,4.43,2.525,+.09,-88.13,7.84,-16.44,72.98,,($571.50),$27.00,
100 MAR 15 201 PUT,-3,42,5.18,2.985,+.095,103.12,-8.79,16.83,-77.94,,$658.50,($28.50),
TSLA,,,,,,5.63,-.08,.61,-1.59,-1.64%,$72.50,($40.00),($187.50)
TESLA MOTORS INC COM,0,,.00,217.36,-3.63,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 205 CALL,+1,42,13.95,20.30,-3.35,67.51,1.06,-14.32,26.84,,$635.00,($335.00),
100 MAR 15 210 CALL,-1,42,11.55,17.175,-2.95,-61.88,-1.14,14.94,-28.42,,($562.50),$295.00,
USLV,+100,,24.95,22.00,-2.49,100.00,.00,.00,.00,-10.17%,($295.00),($249.00),"$1,870.00"
CREDIT SUISSE AG VELOCITY 3X LONG SILVER ETN,+100,,24.95,22.00,-2.49,100.00,.00,.00,.00,,($295.00),($249.00),
VXX,,,,,,43.63,4.08,-4.43,4.59,+4.22%,($0.50),$41.50,$104.43
BARCLAYS BANK PLC IPATH S&P 500 VIX SHORT TERM,0,,.00,33.94,+1.03,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 37 CALL,+1,42,2.67,2.665,+.415,43.63,4.08,-4.43,4.59,,($0.50),$41.50,
WFC,,,,,,.00,.00,.00,.00,+1.45%,$0.00,$37.00,$0.00
WELLS FARGO & CO COM,0,,.00,54.55,+.88,.00,.00,.00,.00,,$0.00,$0.00,
100 MAR 15 50 PUT,0,42,.00,.28,-.075,.00,.00,.00,.00,,$0.00,($27.00),
100 MAR 15 52.5 PUT,0,42,.00,.61,-.18,.00,.00,.00,.00,,$0.00,$64.00,
XOM,,,,,,-82.01,-3.55,2.37,-8.24,-0.19%,($258.00),$83.50,"($10,524.23)"
EXXON MOBIL CORPORATION COM,-100,,87.05,91.50,-.86,-100.00,.00,.00,.00,,($445.00),$86.00,
100 MAR 15 85 PUT,-1,42,2.62,.75,+.025,17.99,-3.55,2.37,-8.24,,$187.00,($2.50),

Futures and Futures Options
Instrument,Exp,SPC,Qty,Days,Trade Price,Mark,Mrk Chng,% Change,P/L Open,P/L Day,BP Effect
/NG,,,+1,,2.68,2.573,-.006,-1.04%,"($1,070.00)",($60.00),"($4,235.00)"
"Natural Gas Futures,Mar-2015,ETH",FEB4 15,1/10000,+1,19,2.68,2.573,-.006,,"($1,070.00)",($60.00),
/NQ,,,-1,,4153.50,4231.50,-16.00,-0.38%,"($1,560.00)",$320.00,"($3,960.00)"
"E-mini Nasdaq 100 Index Futures,Mar-2015,ETH",MAR 15,1/20,-1,42,4153.50,4231.50,-16.00,,"($1,560.00)",$320.00,
/QM,,,-1,,44.55,52.15,+.46,+3.32%,"($3,800.00)",($230.00),"($2,448.00)"
"NYMEX miNY Light Sweet Crude Oil Futures,Mar-2015,ETH",FEB 15,1/500,-1,13,44.55,52.150,+.46,,"($3,800.00)",($230.00),
/ZW,,,+1,,507.75,527.00,0,+0.33%,$962.50,$0.00,"($1,430.00)"
"Wheat Futures,Mar-2015,ETH",MAR2 15,1/50,+1,35,507.75,527.00,0,,$962.50,$0.00,

Cash & Sweep Vehicle,"$46,280.37"
OVERALL P/L YTD,"($5,514.50)"
BP ADJUSTMENT,$0.00
OVERNIGHT FUTURES BP,"$24,034.90"
AVAILABLE DOLLARS,"$24,034.90"

Forex
Instrument,Qty,Trade Price,Mark,Mrk Chng,% Change,P/L Open,P/L Day,BP Effect
AUD/SGD,+10000,1.048682,1.054525,+.001475,0.00%,$71.78,$4.43,($353.00)
AusDollar/Singapore Dollar Spot,+10000,1.048682,1.054525,+.001475,,$71.78,$4.43,
HKD/JPY,+10000,15.15972,15.3623,+.22385,0.00%,$16.20,$18.08,($48.15)
HKDollar/Japanese Yen Spot,+10000,15.15972,15.36230,+.22385,,$16.20,$18.08,
USD/JPY,+10000,117.5296,119.103,+1.746,0.00%,$59.83,$145.23,($69.25)
USDollar/Japanese Yen Spot,+10000,117.5296,119.103,+1.746,,$59.83,$145.23,
USD/SEK,0,.00,8.3961,+.16455,0.00%,$0.00,$184.90,$0.00
USDollar/Swedish Krona Spot,0,.00,8.39610,+.16455,,$0.00,$184.90,
USD/THB,0,.00,32.66,+.099,0.00%,$0.00,$0.00,($500.00)
USDollar/Thai Baht,0,.00,32.660,+.099,,$0.00,$0.00,

FOREX CASH WITH UPL,"$10,193.47"
AVAILABLE DOLLARS,"$9,223.08"
